Date,Price,,,,,,,,,,,,,,,,
4-Jul-20,52.51124417,,,,,,,,,,,,,,,,
5-Jul-20,52.68331133,,,,,,,,,,,,,,,,
6-Jul-20,51.95015559,,,,,,,,,,,,,,,,
7-Jul-20,51.10478213,,,,,,,,,,,,,,,,
8-Jul-20,52.21947811,,,,,,,,,,,,,,,,
9-Jul-20,52.42895118,,,,,,,,,,,,,,,,
10-Jul-20,52.24192165,,,,,,,,,,,,,,,,
11-Jul-20,53.5660907,,,,,,,,,,,,,,,,
12-Jul-20,52.81049141,,,,,,,,,,,,,,,,
13-Jul-20,52.6982737,,,,,,,,,,,,,,,,
14-Jul-20,53.07233275,,,,,,,,,,,,,,,,
15-Jul-20,53.51372243,,,,,,,,,,,,,,,,
16-Jul-20,52.21199693,,,,,,,,,,,,,,,,
17-Jul-20,53.1695881,,,,,,,,,,,,,,,,
18-Jul-20,53.9999992,,,,,,,,,,,,,,,,
19-Jul-20,53.74563905,,,,,,,,,,,,,,,,
20-Jul-20,54.8304103,,,,,,,,,,,,,,,,
21-Jul-20,54.29176527,,,,,,,,,,,,,,,,
22-Jul-20,53.63342133,,,,,,,,,,,,,,,,
23-Jul-20,53.82045086,,,,,,,,,,,,,,,,
24-Jul-20,52.87782204,,,,,,,,,,,,,,,,
25-Jul-20,52.93019031,,,,,,,,,,,,,,,,
26-Jul-20,52.69079251,,,,,,,,,,,,,,,,
27-Jul-20,53.22195637,,,,,,,,,,,,,,,,
28-Jul-20,53.74563905,,,,,,,,,,,,,,,,
29-Jul-20,54.16458519,,,,,,,,,,,,,,,,
30-Jul-20,55.04736456,,,,,,,,,,,,,,,,
31-Jul-20,55.45134833,,,,,,,,,,,,,,,,
1-Aug-20,56.03488046,,,,,,,,,,,,,,,,
2-Aug-20,56.07228636,,,,,,,,,,,,,,,,
3-Aug-20,56.11717345,,,,,,,,,,,,,,,,
4-Aug-20,54.85285385,,,,,,,,,,,,,,,,
5-Aug-20,54.9127033,,,,,,,,,,,,,,,,
6-Aug-20,56.04984282,,,,,,,,,,,,,,,,
7-Aug-20,56.26679707,,,,,,,,,,,,,,,,
8-Aug-20,55.18202582,,,,,,,,,,,,,,,,
9-Aug-20,55.81044503,,,,,,,,,,,,,,,,
10-Aug-20,55.77303912,,,,,,,,,,,,,,,,
11-Aug-20,55.52616014,,,,,,,,,,,,,,,,
12-Aug-20,55.81044503,,,,,,,,,,,,,,,,
13-Aug-20,55.189507,,,,,,,,,,,,,,,,
14-Aug-20,55.95258747,,,,,,,,,,,,,,,,
15-Aug-20,56.02739928,,,,,,,,,,,,,,,,
16-Aug-20,57.05980227,,,,,,,,,,,,,,,,
17-Aug-20,57.29920006,,,,,,,,,,,,,,,,
18-Aug-20,57.23935061,,,,,,,,,,,,,,,,
19-Aug-20,57.67325912,,,,,,,,,,,,,,,,
20-Aug-20,57.69570266,,,,,,,,,,,,,,,,
21-Aug-20,58.44382077,,,,,,,,,,,,,,,,
22-Aug-20,58.33908423,,,,,,,,,,,,,,,,
23-Aug-20,57.50867313,,,,,,,,,,,,,,,,
24-Aug-20,57.38897423,,,,,,,,,,,,,,,,
25-Aug-20,58.25679124,,,,,,,,,,,,,,,,
26-Aug-20,57.89769455,,,,,,,,,,,,,,,,
27-Aug-20,57.82288274,,,,,,,,,,,,,,,,
28-Aug-20,58.49618903,,,,,,,,,,,,,,,,
29-Aug-20,59.54355439,,,,,,,,,,,,,,,,
30-Aug-20,60.24678541,,,,,,,,,,,,,,,,
31-Aug-20,60.19441714,,,,,,,,,,,,,,,,
1-Sep-20,59.94005698,,,,,,,,,,,,,,,,
2-Sep-20,60.67321273,,,,,,,,,,,,,,,,
3-Sep-20,61.62332273,,,,,,,,,,,,,,,,
4-Sep-20,61.38392493,,,,,,,,,,,,,,,,
5-Sep-20,61.81035225,,,,,,,,,,,,,,,,
6-Sep-20,61.05475296,,,,,,,,,,,,,,,,
7-Sep-20,61.24178249,,,,,,,,,,,,,,,,
8-Sep-20,60.9200917,,,,,,,,,,,,,,,,
9-Sep-20,61.35400021,,,,,,,,,,,,,,,,
10-Sep-20,61.15200832,,,,,,,,,,,,,,,,
11-Sep-20,61.36148139,,,,,,,,,,,,,,,,
12-Sep-20,62.58839509,,,,,,,,,,,,,,,,
13-Sep-20,63.02230359,,,,,,,,,,,,,,,,
14-Sep-20,62.81283052,,,,,,,,,,,,,,,,
15-Sep-20,62.2667043,,,,,,,,,,,,,,,,
16-Sep-20,60.81535517,,,,,,,,,,,,,,,,
17-Sep-20,60.89016698,,,,,,,,,,,,,,,,
18-Sep-20,61.21933895,,,,,,,,,,,,,,,,
19-Sep-20,61.00986588,,,,,,,,,,,,,,,,
20-Sep-20,59.66325328,,,,,,,,,,,,,,,,
21-Sep-20,59.83532045,,,,,,,,,,,,,,,,
22-Sep-20,60.07471824,,,,,,,,,,,,,,,,
23-Sep-20,59.40889313,,,,,,,,,,,,,,,,
24-Sep-20,59.94753816,,,,,,,,,,,,,,,,
25-Sep-20,59.5360732,,,,,,,,,,,,,,,,
26-Sep-20,59.58844147,,,,,,,,,,,,,,,,
27-Sep-20,59.07972116,,,,,,,,,,,,,,,,
28-Sep-20,59.71562155,,,,,,,,,,,,,,,,
29-Sep-20,59.87272635,,,,,,,,,,,,,,,,
30-Sep-20,60.54603265,,,,,,,,,,,,,,,,
1-Oct-20,60.42633375,,,,,,,,,,,,,,,,
2-Oct-20,60.68817509,,,,,,,,,,,,,,,,
3-Oct-20,60.61336328,,,,,,,,,,,,,,,,
4-Oct-20,59.41637431,,,,,,,,,,,,,,,,
5-Oct-20,56.59596904,,,,,,,,,,,,,,,,
6-Oct-20,57.15705762,,,,,,,,,,,,,,,,
7-Oct-20,57.53859786,,,,,,,,,,,,,,,,
8-Oct-20,57.48622959,,,,,,,,,,,,,,,,
9-Oct-20,55.71318967,,,,,,,,,,,,,,,,
10-Oct-20,53.48379771,,,,,,,,,,,,,,,,
11-Oct-20,53.30424936,,,,,,,,,,,,,,,,
12-Oct-20,53.49127889,,,,,,,,,,,,,,,,
13-Oct-20,52.04741094,,,,,,,,,,,,,,,,
14-Oct-20,52.81049141,,,,,,,,,,,,,,,,
15-Oct-20,53.82793204,,,,,,,,,,,,,,,,
16-Oct-20,53.36409881,,,,,,,,,,,,,,,,
17-Oct-20,53.34165527,,,,,,,,,,,,,,,,
18-Oct-20,51.71823897,,,,,,,,,,,,,,,,
19-Oct-20,52.65338661,,,,,,,,,,,,,,,,
20-Oct-20,52.72071724,,,,,,,,,,,,,,,,
21-Oct-20,52.32421464,,,,,,,,,,,,,,,,
22-Oct-20,53.76060141,,,,,,,,,,,,,,,,
23-Oct-20,53.67082724,,,,,,,,,,,,,,,,
24-Oct-20,56.0199181,,,,,,,,,,,,,,,,
25-Oct-20,56.37153361,,,,,,,,,,,,,,,,
26-Oct-20,56.65581849,,,,,,,,,,,,,,,,
27-Oct-20,56.58100668,,,,,,,,,,,,,,,,
28-Oct-20,57.73310856,,,,,,,,,,,,,,,,
29-Oct-20,57.74058974,,,,,,,,,,,,,,,,
30-Oct-20,57.007434,,,,,,,,,,,,,,,,
31-Oct-20,57.53859786,,,,,,,,,,,,,,,,
1-Nov-20,55.36157416,,,,,,,,,,,,,,,,
2-Nov-20,56.15457936,,,,,,,,,,,,,,,,
3-Nov-20,56.37153361,,,,,,,,,,,,,,,,
4-Nov-20,56.53611959,,,,,,,,,,,,,,,,
5-Nov-20,58.56351966,,,,,,,,,,,,,,,,
6-Nov-20,58.30167833,,,,,,,,,,,,,,,,
7-Nov-20,58.34656541,,,,,,,,,,,,,,,,
8-Nov-20,57.83036392,,,,,,,,,,,,,,,,
9-Nov-20,56.43886424,,,,,,,,,,,,,,,,
10-Nov-20,55.73563322,,,,,,,,,,,,,,,,
11-Nov-20,54.6733055,,,,,,,,,,,,,,,,
12-Nov-20,54.92766566,,,,,,,,,,,,,,,,
13-Nov-20,55.26431881,,,,,,,,,,,,,,,,
14-Nov-20,55.79548266,,,,,,,,,,,,,,,,2020 Average:
15-Nov-20,55.28676235,,,,,,,,,,,,,,,,59.77717529
16-Nov-20,55.27179999,,,,,,,,,,,,,,,,
17-Nov-20,55.39149889,,,,,,,,,,,,,,,,
18-Nov-20,55.99747455,,,,,,,,,,,,,,,,
19-Nov-20,56.8877351,,,,,,,,,,,,,,,,
20-Nov-20,57.25431297,,,,,,,,,,,,,,,,
21-Nov-20,53.59601543,,,,,,,,,,,,,,,,
22-Nov-20,55.11469519,,,,,,,,,,,,,,,,
23-Nov-20,54.33665235,,,,,,,,,,,,,,,,
24-Nov-20,53.5660907,,,,,,,,,,,,,,,,
25-Nov-20,51.72572016,,,,,,,,,,,,,,,,
26-Nov-20,52.81797259,,,,,,,,,,,,,,,,
27-Nov-20,54.17206637,,,,,,,,,,,,,,,,
28-Nov-20,54.59849369,,,,,,,,,,,,,,,,
29-Nov-20,56.14709817,,,,,,,,,,,,,,,,
30-Nov-20,54.73315495,,,,,,,,,,,,,,,,
1-Dec-20,54.24687818,,,,,,,,,,,,,,,,
2-Dec-20,54.48627597,,,,,,,,,,,,,,,,
3-Dec-20,55.54112251,,,,,,,,,,,,,,,,
